Country,Country__colour,id,EuSCAPE ID or sample name,Data source,Data source__colour,Carbapenem resistance,Carbapenem resistance__colour,Host,Host__colour,Sample type,Clinical importance,Clinical importance__colour,Epidemiological context,Epidemiological context__colour,ST,ST__colour,latitude,longitude,Location accuracy,Location accuracy__colour,day,month,year,Hospital code,Best matching K-type (capsular loci),Best matching K-type (capsular loci)__colour,Presence/absence of KPC-like in silico,Presence/absence of KPC-like in silico__colour,KPC-like variant,KPC-like variant__colour,Presence/absence of OXA-48-like in silico,Presence/absence of OXA-48-like in silico__colour,OXA-48-like variant,OXA-48-like variant__colour,Colistin resistance,Colistin resistance__colour
Germany,#0C1716,18174_4#74,EuSCAPE_DE074,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Wound Secretion,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,49.418056,8.666667,Address-level,#fef0d9,21,11,2013,219,KL106,#a6cee3,Present,#ED462F,KPC-like KPC-2,#d95f02,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Greece,#C603C6,18489_5#51,EuSCAPE_GR022,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Lower Respiratory Tract Secrection,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,40.6393495,22.9446064,Address-level,#fef0d9,2,1,2014,1,KL106,#a6cee3,Present,#ED462F,KPC-like KPC-2,#d95f02,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Greece,#C603C6,18489_5#57,EuSCAPE_GR030,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Blood,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,35.4829528,24.0130197,Address-level,#fef0d9,1,12,2013,102,KL106,#a6cee3,Present,#ED462F,KPC-like KPC-2,#d95f02,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Greece,#C603C6,18489_5#59,EuSCAPE_GR032,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Wound Secretion,Colonization,#1b9e77,Hospital Acquisition,#1f78b4,258,#0730E8,35.4829528,24.0130197,Address-level,#fef0d9,8,1,2014,102,KL106,#a6cee3,Present,#ED462F,KPC-like KPC-2,#d95f02,Present,#ED462F,OXA-48-like OXA-48,#a6d854,Unknown,#bdbdbd
Greece,#C603C6,18489_5#68,EuSCAPE_GR051,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Blood,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,40.6273787,23.047643,Address-level,#fef0d9,14,1,2014,88,KL106,#a6cee3,Present,#ED462F,KPC-like KPC-2,#d95f02,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Greece,#C603C6,18489_5#69,EuSCAPE_GR053,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Puncture Fluids,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,40.6273787,23.047643,Address-level,#fef0d9,1,11,2013,88,KL106,#a6cee3,Present,#ED462F,KPC-like KPC-2,#d95f02,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Greece,#C603C6,18489_5#71,EuSCAPE_GR057,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Blood,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,40.6273787,23.047643,Address-level,#fef0d9,9,11,2013,88,KL106,#a6cee3,Present,#ED462F,KPC-like KPC-2,#d95f02,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Greece,#C603C6,18623_1#17,EuSCAPE_GR036,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,35.4829528,24.0130197,Address-level,#fef0d9,24,1,2014,102,KL106,#a6cee3,Present,#ED462F,KPC-like KPC-2,#d95f02,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Greece,#C603C6,18623_1#25,EuSCAPE_GR049,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Lower Respiratory Tract Secrection,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,40.6273787,23.047643,Address-level,#fef0d9,23,1,2014,88,KL106,#a6cee3,Present,#ED462F,KPC-like KPC-2,#d95f02,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Greece,#C603C6,18623_1#28,EuSCAPE_GR055,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Wound Secretion,Infection,#d95f02,Community Onset,#a6cee3,258,#0730E8,40.6273787,23.047643,Address-level,#fef0d9,5,11,2013,88,KL106,#a6cee3,Present,#ED462F,KPC-like KPC-2,#d95f02,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Greece,#C603C6,18623_1#35,EuSCAPE_GR069,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Lower Respiratory Tract Secrection,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,40.6393495,22.9446064,Address-level,#fef0d9,10,2,2014,1,KL106,#a6cee3,Present,#ED462F,KPC-like KPC-2,#d95f02,Absent,#76F013,Not applicable,#4d4d4d,Resistant,#ED462F
Greece,#C603C6,18623_1#4,EuSCAPE_GR003,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Puncture Fluids,Infection,#d95f02,Unknown,#A4A4A4,258,#0730E8,39.6459325,19.8480094,Address-level,#fef0d9,24,11,2013,103,KL106,#a6cee3,Present,#ED462F,KPC-like KPC-2,#d95f02,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Greece,#C603C6,18623_1#53,EuSCAPE_GR107,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,38.0412852,23.5417553,Address-level,#fef0d9,8,2,2014,2,KL106,#a6cee3,Present,#ED462F,KPC-like KPC-2,#d95f02,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Greece,#C603C6,18623_1#54,EuSCAPE_GR108,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Blood,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,38.0412852,23.5417553,Address-level,#fef0d9,29,1,2014,2,KL106,#a6cee3,Present,#ED462F,KPC-like KPC-2,#d95f02,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Greece,#C603C6,18623_1#76,EuSCAPE_GR146,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,37.8453451,23.7604527,Address-level,#fef0d9,12,2,2014,238,KL106,#a6cee3,Present,#ED462F,KPC-like KPC-2,#d95f02,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Greece,#C603C6,18623_1#78,EuSCAPE_GR151,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,37.8453451,23.7604527,Address-level,#fef0d9,25,1,2014,238,KL106,#a6cee3,Present,#ED462F,KPC-like KPC-2,#d95f02,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Greece,#C603C6,18623_2#14,EuSCAPE_GR105,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Blood,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,38.0412852,23.5417553,Address-level,#fef0d9,27,12,2013,2,KL106,#a6cee3,Present,#ED462F,KPC-like KPC-2,#d95f02,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Greece,#C603C6,18623_2#2,EuSCAPE_GR089,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,40.6349904,22.9519038,Address-level,#fef0d9,13,3,2014,109,KL106,#a6cee3,Present,#ED462F,KPC-like KPC-2,#d95f02,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Greece,#C603C6,18623_2#27,EuSCAPE_GR139,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,40.9380906,24.3986986,Address-level,#fef0d9,19,3,2014,104,KL106,#a6cee3,Present,#ED462F,KPC-like KPC-2,#d95f02,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Greece,#C603C6,18623_2#3,EuSCAPE_GR090,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Lower Respiratory Tract Secrection,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,40.6349904,22.9519038,Address-level,#fef0d9,19,3,2014,109,KL106,#a6cee3,Present,#ED462F,KPC-like KPC-2,#d95f02,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Greece,#C603C6,18623_2#33,EuSCAPE_GR149,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,37.8453451,23.7604527,Address-level,#fef0d9,15,1,2014,238,KL106,#a6cee3,Present,#ED462F,KPC-like KPC-2,#d95f02,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Greece,#C603C6,18623_2#39,EuSCAPE_GR165,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Blood,Infection,#d95f02,Community Onset,#a6cee3,258,#0730E8,37.9837155,23.7293097,Address-level,#fef0d9,15,4,2014,153,KL106,#a6cee3,Present,#ED462F,KPC-like KPC-2,#d95f02,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Greece,#C603C6,18623_2#4,EuSCAPE_GR091,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Other (CVC),Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,40.6349904,22.9519038,Address-level,#fef0d9,20,3,2014,109,KL106,#a6cee3,Present,#ED462F,KPC-like KPC-2,#d95f02,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Greece,#C603C6,18623_1#44,EuSCAPE_GR085,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Infection,#d95f02,Hospital Acquisition,#1f78b4,258*,#0730E8,40.6349904,22.9519038,Address-level,#fef0d9,4,3,2014,109,KL106,#a6cee3,Present,#ED462F,KPC-like KPC-2,#d95f02,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Greece,#C603C6,18623_1#81,EuSCAPE_GR154,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Infection,#d95f02,Hospital Acquisition,#1f78b4,258*,#0730E8,37.8453451,23.7604527,Address-level,#fef0d9,19,3,2014,238,KL106,#a6cee3,Present,#ED462F,KPC-like KPC-2,#d95f02,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Ireland,#B7690C,19506_1#121,EuSCAPE_IE024,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Wound Secretion,Infection,#d95f02,Unknown,#A4A4A4,258,#0730E8,53.359286,-6.267443,Address-level,#fef0d9,3,3,2014,164,KL106,#a6cee3,Present,#ED462F,KPC-like KPC-2,#d95f02,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Italy,#4D58F9,18174_6#36,EuSCAPE_IT128,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Blood,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,44.9151913,8.6213461,Address-level,#fef0d9,21,12,2013,17,KL106,#a6cee3,Present,#ED462F,KPC-like KPC-2,#d95f02,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Italy,#4D58F9,18174_6#44,EuSCAPE_IT136,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Other (drainage),Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,44.9151913,8.6213461,Address-level,#fef0d9,4,1,2014,17,KL106,#a6cee3,Present,#ED462F,KPC-like KPC-2,#d95f02,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Italy,#4D58F9,18174_6#45,EuSCAPE_IT138,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Blood,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,45.459792,9.1968058,Address-level,#fef0d9,7,1,2014,86,KL106,#a6cee3,Present,#ED462F,KPC-like KPC-2,#d95f02,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Italy,#4D58F9,18174_6#49,EuSCAPE_IT142,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,45.459792,9.1968058,Address-level,#fef0d9,10,1,2014,86,KL106,#a6cee3,Present,#ED462F,KPC-like KPC-2,#d95f02,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Italy,#4D58F9,18174_6#51,EuSCAPE_IT144,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Lower Respiratory Tract Secrection,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,45.459792,9.1968058,Address-level,#fef0d9,8,1,2014,86,KL106,#a6cee3,Present,#ED462F,KPC-like KPC-2,#d95f02,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Italy,#4D58F9,18174_6#54,EuSCAPE_IT148,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,45.459792,9.1968058,Address-level,#fef0d9,13,1,2014,86,KL106,#a6cee3,Present,#ED462F,KPC-like KPC-2,#d95f02,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Italy,#4D58F9,18174_7#135,EuSCAPE_IT403,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Blood,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,45.6982642,9.6772698,Address-level,#fef0d9,12,2,2014,3,KL106,#a6cee3,Present,#ED462F,KPC-like KPC-2,#d95f02,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Macedonia,#D2E5A7,18489_5#42,EuSCAPE_MK006,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Lower Respiratory Tract Secrection,Colonization,#1b9e77,Hospital Acquisition,#1f78b4,258,#0730E8,41.989473,21.42417,Address-level,#fef0d9,7,2,2014,42,KL106,#a6cee3,Present,#ED462F,KPC-like KPC-2,#d95f02,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Slovakia,#1F8C7F,17870_3#23,EuSCAPE_SK017,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Lower Respiratory Tract Secrection,Colonization,#1b9e77,Hospital Acquisition,#1f78b4,258,#0730E8,48.166374,17.087154,Address-level,#fef0d9,22,11,2013,172,KL106,#a6cee3,Present,#ED462F,KPC-like KPC-2,#d95f02,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
United Kingdom,#FABE32,19084_3#101,EuSCAPE_UK047,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Infection,#d95f02,Community Onset,#a6cee3,258,#0730E8,52.7068433,-2.7885173,Address-level,#fef0d9,3,3,2014,195,KL106,#a6cee3,Present,#ED462F,KPC-like KPC-2,#d95f02,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
United Kingdom,#FABE32,19084_3#82,EuSCAPE_UK025,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Infection,#d95f02,Unknown,#A4A4A4,258,#0730E8,53.8012601,-1.5527164,Address-level,#fef0d9,6,1,2014,158,KL106,#a6cee3,Present,#ED462F,KPC-like KPC-2,#d95f02,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
United Kingdom,#FABE32,19084_3#87,EuSCAPE_UK030,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Other (ulcer),Infection,#d95f02,Community Onset,#a6cee3,258,#0730E8,53.8012601,-1.5527164,Address-level,#fef0d9,10,1,2014,158,KL106,#a6cee3,Present,#ED462F,KPC-like KPC-2,#d95f02,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Israel,#07B7E8,SRR4198805,48,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2008,L,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-25,#2c7bb6,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198816,50,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2008,L,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-25,#2c7bb6,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198827,51,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2008,L,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-25,#2c7bb6,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198828,52,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2008,L,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-25,#2c7bb6,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198829,53,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2008,L,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-25,#2c7bb6,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198830,54,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2008,L,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-25,#2c7bb6,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198831,55,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2008,L,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-25,#2c7bb6,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198833,56,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2008,L,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-25,#2c7bb6,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
USA,#38E807,AJZZ01,KPNIH7,Public (NIH Bethesda),#ffffbf,Unknown,#A4A4A4,Environmental,#b2df8a,Ventilator,Not applicable,#4d4d4d,Hospital Acquisition,#1f78b4,258,#0730E8,37.09024,-95.712891,Country-level,#b30000,,,2011,Unknown hospital (nosocomial acquisition),KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198673,1916,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,258,#0730E8,31.046051,34.851612,Country-level,#b30000,,,2013,I,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198676,1919,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,258,#0730E8,31.046051,34.851612,Country-level,#b30000,,,2013,I,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198683,1981,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,258,#0730E8,31.046051,34.851612,Country-level,#b30000,,,2013,F,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198701,2446,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,258,#0730E8,31.046051,34.851612,Country-level,#b30000,,,2013,M,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198704,28,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,258,#0730E8,31.046051,34.851612,Country-level,#b30000,,,2011,I,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198706,2545,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,258,#0730E8,31.046051,34.851612,Country-level,#b30000,,,2013,G,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198707,2546,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,258,#0730E8,31.046051,34.851612,Country-level,#b30000,,,2013,G,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198708,2547,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,258,#0730E8,31.046051,34.851612,Country-level,#b30000,,,2013,G,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198709,2548,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,258,#0730E8,31.046051,34.851612,Country-level,#b30000,,,2013,G,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198710,149-1,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,258,#0730E8,31.046051,34.851612,Country-level,#b30000,,,2008,F,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198712,184-1,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,258,#0730E8,31.046051,34.851612,Country-level,#b30000,,,2008,I,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198715,38,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,258,#0730E8,31.046051,34.851612,Country-level,#b30000,,,2008,K,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198716,194-1,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,258,#0730E8,31.046051,34.851612,Country-level,#b30000,,,2008,I,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198717,195-1,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,258,#0730E8,31.046051,34.851612,Country-level,#b30000,,,2008,I,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
